Run,Iteration,dim-0,dim-1,dim-2,dim-3,dim-4,dim-5,dim-6,dim-7,dim-8,dim-9,dim-10,dim-11,dim-12,dim-13,dim-14,dim-15,dim-16,dim-17,dim-18,dim-19,dim-20,dim-21,dim-22,dim-23,dim-24,dim-25,dim-26,dim-27,dim-28,dim-29,dim-30,dim-31,dim-32,dim-33,dim-34,dim-35,dim-36,dim-37,dim-38,dim-39,dim-40,dim-41,dim-42,dim-43,dim-44,dim-45,dim-46,dim-47,dim-48,dim-49,dim-50,dim-51,dim-52,dim-53,dim-54,dim-55,dim-56,dim-57,dim-58,dim-59,dim-60,dim-61,dim-62,dim-63,dim-64,dim-65,dim-66,dim-67,dim-68,dim-69,dim-70,dim-71,dim-72,dim-73,dim-74,dim-75,dim-76,dim-77,dim-78,dim-79,dim-80,dim-81,dim-82,dim-83,dim-84,dim-85,dim-86,dim-87,dim-88,dim-89,dim-90,dim-91,dim-92,dim-93,dim-94,dim-95,dim-96,dim-97,dim-98,dim-99,dim-100,dim-101,dim-102,dim-103,dim-104,dim-105,dim-106,dim-107,dim-108,dim-109,dim-110,dim-111,dim-112,dim-113,dim-114,dim-115,dim-116,dim-117,dim-118,dim-119,dim-120,dim-121,dim-122,dim-123,dim-124,dim-125,dim-126,dim-127,dim-128,dim-129,dim-130,dim-131,dim-132,dim-133,dim-134,dim-135,dim-136,dim-137,dim-138,dim-139,dim-140,dim-141,dim-142,dim-143
0,0,1437.2460772820116,1433.192175027108,1423.5277825437627,1436.5770445931148,1434.5595121117783,1432.2769513201044,1440.2728216846324,1433.3336940081497,1378.6774445227115,1379.2197761863931,1374.9833310634313,1377.930359074624,1378.6348169928401,1374.8898300110004,1338.5453937759569,1337.4479047002555,1342.4945501190618,1335.8049166544724,1330.5594630670305,1334.4312085472045,1324.3663014926378,1337.1326763214386,1331.0133937724052,1325.3314201411306,1323.7683853182791,1326.8860209498173,1338.237845198676,1336.3833142676897,1335.6314500087876,1331.7572210324195,1417.1092474561838,1409.584778045689,1426.4131226120728,1310.645594869655,1415.7223074875144,1310.8911327593348,1311.678939555729,1310.8426812170935,1310.1574005159591,1410.188809906141,1394.753348675361,1406.5797159094323,1396.607626804665,1399.4787781366117,1476.3916095865893,1540.2364707481347,1579.7795268578009,1563.3023861447773,1524.5613472541215,1467.3600423687633,1330.899036943654,1474.3859112364546,1521.9103359293658,1437.07966606926,1333.9212308185968,1324.1140725961166,1441.733277095134,1431.6350490434395,1442.3364888720994,1434.0632344336027,1429.2683492009069,1434.026191470244,1441.2650910060272,1439.2455261438065,1372.956732183142,1371.5782082096382,1382.578988357593,1377.4439063376446,1384.710704264172,1380.3934523876603,1334.1491902441521,1339.7602844517835,1339.9961763779525,1341.3112951099517,1329.291942195442,1322.0410603607213,1328.3668638369256,1331.551902742637,1334.031591001326,1325.040093522792,1324.5226797471023,1332.7545522285163,1339.410416121267,1345.4522253192574,1342.5060759078594,1337.7102613141142,1420.807846014679,1413.5579815783367,1425.5746602283173,1314.194664951802,1415.5103859989447,1314.3209354633268,1311.9348989575417,1312.2033413420347,1308.8066902651678,1411.6494833974973,1401.5535717402631,1405.7089650266012,1396.48176339821,1399.3495222211975,1473.8258757341769,1537.219462662163,1572.8325224034293,1554.9736335164275,1517.52993879827,1473.0207484582531,1328.6266418442428,1473.6431740617625,1534.9531282879177,1441.612641732715,1341.4389914007404,1320.9823451133725,1435.812707892511,1442.403506564004,1441.4933297100338,1436.4983285024116,1442.4624890672699,1434.8009771406719,1440.4614184689476,1435.6823700785872,1375.164407253087,1376.2193141275766,1377.416978543099,1374.6330658548848,1378.7512041170953,1376.052209851985,1336.3241788908363,1330.05092088613,1336.2026319903107,1348.5325427842633,1334.518806154116,1325.8207619383174,1329.107268752309,1337.5513988924586,1329.1969200744809,1326.5029610191245,1327.8358112045717,1320.2372033810643,1344.3324033237775,1332.2171924940894,1343.9182757471735,1347.4237587354853,1410.3466951225078,1408.0083844557528
0,1,1386.2215075066304,1385.6268009147525,1388.862050902253,1376.225065403985,1384.8688649571504,1392.9469984668476,1383.2412059096828,1385.9701483184501,1386.6433798326552,1395.9816771048013,1388.161655031161,1379.7012126612537,1394.7118298977737,1390.2689121928163,1385.1174705736134,1387.7185849068128,1390.9754758437862,1386.8398106985599,1385.4327126424575,1390.1691575354018,1385.5493314355688,1394.8261286237512,1383.2050096081684,1386.3276428426811,1387.396773760712,1387.0691599945953,1379.4991462108421,1385.5828167267423,1391.1772855564907,1391.089652542967,1378.052252976664,1381.390602621955,1380.2980444093143,1391.9680636046892,1381.8767940436096,1379.3755833373064,1391.6040302187132,1394.090158289749,1392.017369826613,1393.1707903925414,1380.0986378399546,1393.0218962897684,1387.939791551766,1380.6985947549772,1379.5242068681462,1383.1840283190368,1385.2849869120055,1391.2176352600811,1386.0197930087331,1391.9523358032495,1395.401635971082,1396.4889040732933,1384.6939426903073,1385.8355698483335,1391.1889268394477,1389.6611766676936,1383.0645674156838,1386.716385410601,1386.352852395154,1387.3103548163967,1392.177473967129,1379.4829112175373,1384.5407236562116,1381.0374773574338,1386.7249457367234,1391.6773453855553,1388.8776137271866,1386.8242704534457,1387.7293523279018,1389.8484076813952,1389.6364265873171,1377.9701060354214,1386.8134859328138,1387.7734480536158,1380.7981490003851,1389.032232488566,1386.4261407119507,1392.1145189656559,1390.4793618298763,1379.5768536543346,1393.892176210676,1384.3176239465192,1391.7123462876423,1386.4023591279993,1392.4675300967874,1389.600257770827,1378.5833807279598,1388.015094369587,1387.895985399536,1390.4464097751961,1387.1476761962447,1389.5984917146563,1382.6420586706395,1387.1834655971684,1387.2947439393706,1385.2711341013544,1387.2061855642526,1391.9017812816405,1383.0567449247144,1390.48579836878,1386.7210637755363,1386.5756417687428,1380.666224875093,1376.6297312218994,1387.7690403039169,1386.5390751827235,1383.3955226611633,1383.275334212161,1384.6107419874418,1389.0690121852442,1383.709783468668,1390.6474236280987,1381.667035551894,1393.8015370425135,1381.9605458060903,1388.186941184933,1378.170298149349,1392.9984519498869,1378.7637559534664,1380.3682414400055,1380.2779850906704,1379.3606745413217,1385.4762809672247,1385.4260828858312,1394.0273180395072,1385.9578053966527,1385.8630807364289,1391.4552155434671,1389.6503281322773,1389.16815135651,1391.8613345238136,1393.3168783860297,1388.3813051768939,1389.2780580507933,1390.6014772100716,1386.8334819280317,1395.5890825380857,1400.548443684401,1393.241999263949,1385.413816303777,1387.9179980793149,1393.857086658236,1389.147116493288,1379.3879761595954
0,2,1390.0158286347987,1387.7701277658632,1387.9057398195453,1381.0593368325044,1386.4871922186387,1389.4948827117582,1384.16789283822,1390.154581280795,1387.5516582397845,1394.0269686213603,1386.4164087371987,1382.6736697781043,1393.737503668751,1389.893618568882,1383.4334866239801,1387.4239086267896,1388.4597528046068,1387.817929223778,1387.785708952708,1388.951554738952,1386.422218489013,1390.5583086659124,1388.2358468497594,1385.0522498930964,1385.8539931987195,1386.295852726221,1383.691185452321,1384.1351099068606,1390.2989895249614,1388.720684129686,1383.5442694189712,1383.2378248776186,1383.2428095394503,1390.396965740113,1383.6385742915627,1381.367129175924,1389.7771448340404,1387.1380279994303,1390.9125749851082,1389.1762841314955,1385.7970761674676,1389.396629550321,1387.5349706704794,1382.520781389657,1380.2765042367255,1387.4671815810375,1383.5650154877492,1388.768919568604,1387.5255259441967,1389.7968848590413,1393.1125131770757,1392.0462766089006,1387.4935593899047,1385.9790524004316,1389.5083703247083,1389.1567747742772,1386.4100825495723,1386.9947985936083,1383.607356701882,1387.2981501750278,1389.26524092485,1384.7148996832625,1386.96576648434,1383.0697583801252,1385.9749936861176,1387.5548464102642,1389.7191559377243,1385.8230897632466,1386.6440252231655,1386.9700122024851,1388.3622748544556,1382.4963666027159,1387.231769919345,1388.04056382157,1385.0198864143795,1386.5207811024309,1386.6475890507115,1387.1610498163238,1388.0315538445545,1383.3834463125534,1390.1916395731118,1383.0632065544062,1390.2146176198466,1388.4874086999757,1389.3161859050113,1388.737805006702,1380.789613849195,1388.871606526347,1388.6550992118246,1389.5420853422618,1387.6719123253154,1388.8560925496004,1382.8681594724321,1389.652580847557,1388.982620982176,1385.3258644704797,1387.9118207973952,1388.4056413471806,1385.2921171609648,1389.9765484266593,1386.2662670965865,1385.303339886756,1384.432551124615,1383.2356659402774,1390.56907774416,1387.9279090378031,1386.4787301409824,1384.4889819245016,1387.4612953990832,1389.0359882865614,1386.34044871489,1386.646318326482,1381.930693548894,1391.1609312087503,1383.5521895694922,1389.6082570918109,1381.1044180884317,1390.3498210422672,1384.749138338872,1385.2540473907536,1382.3127245851229,1382.8751448134071,1386.127572682257,1388.109001996457,1393.7651080641988,1387.086420242581,1386.637167744656,1389.1947799955751,1389.11861425074,1385.5044211735922,1389.260916075752,1388.861369659095,1386.664694243977,1388.905589672873,1386.8749535442223,1386.024213257326,1388.5419993510588,1390.9383350439632,1389.924480477799,1387.4009379134964,1387.7133880716628,1389.3408728257782,1387.0745315730778,1381.3910264655876
0,3,1388.5395726156078,1384.5955840563483,1388.4998794945345,1385.779022547483,1386.9478209222646,1390.8216362099088,1385.538761664299,1387.5534249312168,1385.4579228901057,1390.7534059767838,1386.2445713504085,1383.4057920951564,1390.5356774694399,1387.112747872786,1385.1174341609412,1386.0704683539896,1388.5760639823668,1388.687432654081,1384.5249147051952,1387.5824369896009,1383.4542977501123,1386.5054152765313,1385.6651923360678,1385.3917612720718,1386.9181807339473,1387.92460702047,1385.3677808197956,1385.5027087465307,1387.7139526494975,1388.1972562513588,1383.6770780271424,1383.8890270698519,1385.4473500352176,1388.2884457083628,1384.6930039247188,1384.3565849199283,1388.085728594116,1384.097816934684,1389.0804847394854,1389.8245749187386,1385.0990826242726,1388.847747189414,1385.984160716685,1384.7782145783276,1385.0745694778063,1386.0551865671482,1387.3808220337726,1389.2095482281877,1390.1889920035371,1388.430131981688,1390.0962318804334,1389.8746057317799,1389.9009576742246,1383.5561407304172,1388.5274929734817,1387.8723864280664,1387.6594738245446,1387.2848829459333,1386.3030163959302,1386.7138599938482,1387.1878403037492,1386.6808350071856,1388.5196707435755,1388.363927671673,1387.5016888068346,1386.504614708919,1390.1970930468578,1387.2612428404755,1388.6965251013194,1387.9779726355441,1387.9759116382145,1381.8801500065442,1385.006809429259,1388.97059390123,1386.6344202945625,1386.252566718558,1385.1703405623778,1387.2434181199574,1387.7421014636227,1386.4205645665616,1391.0603220510607,1385.1983696561203,1386.5588492425427,1388.917107903379,1389.020027525218,1386.8930835150502,1383.0423030938837,1387.1261339240632,1387.9274435308178,1388.4926383502143,1386.7702082763994,1388.1246242739937,1383.969112138425,1387.8016576731104,1387.9882509668482,1384.4533670971596,1386.021744725546,1388.2720714755953,1385.4383277634752,1387.988688672346,1389.646333885253,1388.3207771908637,1387.63575208374,1386.8458745397836,1389.8211463005532,1388.3681115157813,1384.0899132389025,1385.629688560558,1389.7871504360467,1387.2207772934785,1388.2170204594652,1387.0320633884207,1385.7085711096456,1388.838953315096,1384.408254287275,1389.047188142908,1383.8730975085057,1388.858380294299,1386.71433926663,1386.571910414369,1384.9273962807802,1383.6853731021884,1385.0025453223489,1388.2441300683831,1392.5478850549307,1388.278447799316,1385.5105625717547,1389.1253437448095,1387.5627070302285,1386.9003218862226,1388.2293381862623,1387.9768024569746,1384.9831201169516,1387.102885249216,1386.6557914918692,1385.0642334324789,1388.4442079905323,1391.6265023038998,1388.2020653009367,1387.7402002214226,1386.3242369253421,1388.2813683356098,1387.7061067834813,1383.8614324368093
0,4,1387.5120276188677,1387.9161474797254,1388.2080038461997,1386.1511199663917,1386.3322679763064,1387.8924618935564,1388.6814866586094,1386.7184559567268,1387.1191828038438,1388.593778852728,1385.9847971137776,1385.3975849959788,1389.282258503435,1388.494749209912,1385.1328737556971,1387.2321141090047,1387.089681858182,1388.94790590932,1386.8916756096144,1386.178482699782,1385.086200657942,1387.2287201755494,1388.434286130207,1384.970144187557,1385.4879964180695,1386.060860558457,1386.1033474576418,1383.5516415221352,1387.9405119504347,1387.6749089539505,1384.2237243702423,1385.6673621305188,1386.1613127027906,1386.9680051292796,1384.409102735179,1383.9814448531117,1386.4062270308973,1384.9707088982418,1388.802776472114,1385.7017390661742,1386.079018076272,1387.9458625337616,1386.8204968777877,1385.9728794596285,1385.4095913070557,1389.485465762185,1386.7378897147655,1388.1918950075174,1387.8969102015753,1389.7493546000414,1389.2999491353517,1388.5444860910143,1386.2782788880331,1387.8635680198513,1387.5955097031613,1388.9965562128298,1386.948612404715,1387.830662447507,1386.8400746777916,1386.8598053635721,1387.8730572954871,1385.0445778327335,1387.9180127102736,1387.992685122096,1387.543140026119,1387.6674920287307,1389.4876840351171,1386.5007602360129,1388.7201882950446,1386.6380954100598,1387.8899396519926,1385.4898905063028,1384.341942805175,1387.88120501929,1386.0195787295556,1384.61996775174,1386.128206239719,1387.0681350462532,1387.2695208946363,1387.5741867174945,1388.9439329513266,1387.3230170731438,1389.334335783051,1388.4035362250918,1388.206175187971,1387.2440509184794,1384.0862345195915,1386.6271074220274,1388.3809464731853,1387.2506355125997,1386.2325058637948,1388.0209412425127,1384.7358294115463,1387.0973563497853,1387.0850150074923,1385.2924735882114,1387.3380983518466,1386.4974555551748,1384.3271953966405,1387.7250626951648,1388.4629180049358,1387.4674924624196,1385.6307371705382,1385.8556253577394,1387.8901555738803,1386.6059842515547,1386.514600001823,1386.471139066087,1387.4773151573613,1388.148396455956,1387.7618246877907,1388.4070441317904,1386.286721942649,1387.4059426049862,1386.0521739004541,1388.4045213434156,1385.0164053823198,1390.0320124262682,1387.7463237908821,1387.248758263203,1385.1720249130542,1387.1247902237976,1385.578683569157,1388.1134213215419,1389.508814014613,1389.0361702276136,1388.2910054245226,1391.0327853708286,1387.6116656228744,1385.3550468142223,1386.8062633144882,1386.2745779237448,1385.9561995258473,1387.8106603444169,1387.7120942442484,1384.4774053098283,1388.8843343893118,1389.3253234031424,1389.0777022350894,1387.3549917628698,1387.4096386636154,1386.9500595672066,1387.6320024739528,1384.9973801761553
0,5,1387.8404207993285,1387.562845714108,1388.5227714127036,1387.3948901335818,1387.7001054581426,1389.1292558974003,1389.2500729301667,1386.3391082547291,1386.4695185379446,1388.3492479712163,1384.595099628338,1386.407020545347,1388.2089007695554,1387.7124798643333,1386.3262984293365,1386.2014615961425,1388.0976392127748,1386.894027492083,1386.0174399302384,1386.3394274145442,1384.8109816236556,1386.5821742165376,1387.1060946206348,1386.4170473747188,1387.5271816877778,1386.6271878658536,1384.9706265345997,1383.7211102738797,1387.3761514708633,1386.6629644228638,1386.2388381967419,1385.8979687481228,1387.1310511685301,1386.9987068836078,1386.26261633594,1386.9149980951388,1386.1804523837345,1388.6433188821247,1387.703739991272,1386.400863098552,1387.3527740538173,1387.2868302502852,1386.0649021700228,1386.4002837132202,1386.3062008222073,1387.927339412008,1388.1026930396254,1387.9865819839195,1389.6473948261403,1390.2399623071058,1387.6407328521188,1387.8650805625527,1387.9231589420792,1387.8926230681047,1387.4376234175327,1386.5750631376886,1386.6863119786371,1387.3278237570562,1388.7547810303554,1388.1731208120775,1387.6377168418878,1385.6024973618032,1388.377679855772,1388.455868525711,1386.4081637561683,1386.727415572825,1388.3639767416232,1386.8666094730506,1388.3669458663094,1386.515733676543,1387.8798643203545,1385.833409129414,1386.0228437504559,1387.0041500792086,1386.6866257126928,1385.7490956854947,1387.568066554306,1387.6925006472875,1386.2564658674112,1386.2244278478117,1387.824224127927,1387.7648817775678,1388.5948152664416,1388.00668794551,1388.3706403013302,1386.288025642324,1385.3530253789022,1387.1762951602534,1388.1281322291234,1386.1879829539848,1387.115835772497,1387.6927268963975,1384.460778123364,1387.3431783781523,1386.5606447177677,1386.1697849432435,1386.34771170023,1385.8671166513543,1385.72283491581,1385.917816989084,1388.7905291537456,1387.5944253945727,1386.926555822939,1386.5511121299392,1388.3433160875115,1387.6847314628578,1386.1836005071725,1387.2835157572642,1386.7750262135855,1385.6442091320093,1387.577951812607,1388.0715313573712,1387.1522989960802,1385.9057123200387,1388.0555672356836,1387.3555646709785,1385.9676476908012,1386.4297219844386,1386.8367748172666,1386.8353415711101,1385.951531642925,1386.0430010434695,1385.071420006051,1386.7997734771857,1389.8930332766179,1386.6372569334142,1387.1925538637454,1390.3835247087331,1386.8139727140594,1387.3291151301391,1386.948056081617,1386.857209941822,1384.7563466059346,1387.4422107290736,1386.8062594342964,1386.2749814145666,1388.1312970424667,1387.9659275002828,1388.4180802126284,1388.3719598750567,1387.0043187792437,1386.4605629809962,1387.4655169494597,1385.894619794366
0,6,1387.7658137875192,1387.1000357277555,1389.1778575192998,1386.413025827763,1386.607115016238,1388.232816451525,1387.7898930444392,1386.375728181728,1387.7614404412268,1387.5030999636717,1385.9876339022371,1385.9410944338695,1388.1500354813581,1386.6091230770776,1385.4984008180465,1388.4252249477595,1385.0520037114281,1387.8332189457133,1386.3722724910492,1385.2610722972565,1385.9044502238055,1386.67388242302,1387.2767502044935,1387.3005156249947,1386.429437180807,1386.7651868608334,1387.07065430864,1386.282443817435,1386.4937746802925,1386.2911272394979,1387.2373482654025,1387.2444629390932,1387.7469894651747,1387.1934660673376,1388.8532200557518,1386.3522999526326,1387.0955829046077,1386.8946932602985,1387.0631744186117,1386.9611410215737,1386.3620561476057,1387.5170719852122,1385.9813596474066,1386.9033226541662,1387.6036907781956,1386.4493849222115,1387.9742404948458,1390.0837364660695,1386.4887584803862,1388.5984731541944,1387.8077573572998,1387.4289728995623,1387.8931668826328,1386.6293625133696,1386.791671021131,1386.1719613980974,1387.4235116907844,1386.7440366308758,1387.5738918704194,1386.183036320251,1386.8249021831805,1387.7809218668726,1387.3970201642983,1385.9933482742795,1388.2935469167742,1387.4100585970298,1388.103508411029,1387.1131915856386,1387.985180756609,1386.504050525966,1386.3584911824394,1386.3633480643095,1385.2350717379845,1387.424396666701,1386.4365613978653,1386.8645282547577,1385.8449521458974,1386.6631010697474,1387.2287079622654,1386.2919529494407,1387.449202712112,1387.47996167187,1387.636590546818,1387.6822182757392,1387.1821557063909,1387.46407175355,1387.1050519958708,1387.860877532944,1388.4797860159701,1386.3440130464558,1386.2065598801396,1388.4171328651742,1386.8644001549155,1386.7719099442227,1387.281482719117,1385.90073956647,1386.8784107766337,1387.0696336311619,1386.2815755600038,1388.0712236141076,1388.7921014706073,1387.4932918008938,1388.9395049762393,1387.8494033199563,1388.2027604847092,1387.2143579151193,1386.374697848189,1386.3211264452534,1388.000928102872,1387.1027312938486,1386.733737184331,1387.807176485719,1387.7458413947363,1389.1130630520615,1387.1900608934127,1385.8921615755876,1386.3952467764957,1386.3382005623432,1386.619300588254,1387.5103264735537,1387.5505683962665,1387.1769782830659,1387.2128828673237,1386.9346040168825,1388.175060687536,1386.668201090135,1386.0262018608378,1388.5504223951539,1386.6464996386337,1387.8504552826616,1385.6897854496365,1388.3439410977392,1384.8196769319302,1386.1568439402076,1387.2753220761501,1385.3520200016565,1385.6874665380296,1387.2149972881305,1386.707644911578,1385.72144440932,1388.200964356202,1387.7371547724524,1387.065095777377,1386.5931897054138
0,7,1385.6123987198775,1387.6350876870172,1387.8111535989817,1387.4069979979188,1387.1891243726852,1387.4396602167615,1387.681331051311,1386.926159184215,1386.518106534102,1388.3237733794747,1386.308832281775,1386.5762415035208,1386.0829246935023,1386.0008656246464,1386.1996424008942,1387.922033116051,1387.4742151794087,1387.4801717260295,1386.8160225403853,1386.1998044382972,1386.5724391231465,1387.4603389486253,1388.202802312608,1386.8108946859286,1388.185575724644,1387.7829987761302,1385.964614029969,1386.3391854973233,1386.8741445411558,1387.1935105959717,1386.3127255875631,1387.1273690486858,1387.879742645506,1386.4342252585036,1387.4300949205046,1386.2071939518462,1386.5097588630692,1386.8042778963777,1387.2109684972086,1387.845306606716,1386.9387764008563,1388.120190378901,1387.0554662127145,1386.5384846449663,1387.250355218765,1386.5188384945204,1387.8102848645026,1388.018240435834,1387.5003491143755,1386.94489665469,1386.2591547917077,1387.0620006630857,1386.873893695745,1387.487574875074,1386.7780688911268,1387.53164842822,1386.140388241296,1387.5306075825326,1388.1939604841648,1387.3828339403397,1386.8415362295589,1388.0053340761472,1387.3251423891154,1386.9047893599227,1388.27137161078,1387.1193888177556,1387.5208082373447,1386.66032833119,1388.0575948082678,1386.9151450522975,1385.7113721655976,1386.2719266944218,1387.2131101522502,1387.9029816707146,1387.6658262674487,1387.2661067230667,1387.1879986426457,1386.717118281751,1387.2539231599897,1386.6982406346553,1387.0063240924392,1387.4843930352517,1387.8741474946764,1386.6915710461935,1387.221304161001,1388.1260197459226,1386.4855856787754,1387.391653610166,1387.2480342101185,1387.19159524156,1386.0670410709909,1387.062311482835,1387.8108846647222,1386.8969191519075,1387.1269608444788,1385.9769603639431,1386.179705352508,1387.8186912923136,1387.128896945472,1387.1045684864027,1387.1930239540436,1389.5201490415252,1386.6377825576728,1388.0780708267139,1386.5523065223197,1387.0437178251946,1387.3237154395297,1386.272826804264,1386.8537441102562,1386.6865881014087,1386.89878200078,1387.3765024541306,1386.8109809497505,1387.9835293730887,1387.4647274665365,1386.58839914304,1385.8758233985573,1387.158787416086,1385.5482782667677,1385.8501813941168,1386.4844367404387,1387.3970867814319,1387.7956072269074,1386.3122478130758,1386.4321945973047,1386.3766975063854,1386.748187665937,1387.6100101272611,1386.73431027159,1388.4882948362329,1387.1854669159593,1387.8380558109973,1385.7276759823428,1386.0111312030258,1388.0817656136683,1386.3433729103087,1386.2608771438806,1387.7164274173392,1387.8854295664141,1386.0553789388368,1388.04122229784,1388.490298131732,1387.2258574511832,1386.0819603530083
0,8,1386.1964307183266,1387.959537607962,1387.667312709101,1387.0838344794709,1387.3463973197815,1387.2104391643259,1386.6735718844793,1386.5470420245915,1386.5262294740412,1387.960049842089,1386.6602280865995,1386.140766632528,1387.7259664714436,1387.2013390373572,1386.0103906515005,1387.6201006398612,1387.3823653634142,1387.5825316642768,1386.3042389014624,1387.4871972450496,1387.1959817269142,1387.3680464306628,1387.9987050179957,1386.8484826201332,1386.8094771080905,1386.8269998168203,1386.230570018943,1386.1341503079861,1387.2225873553082,1387.059130896069,1386.3610116531738,1386.4233683366413,1386.9000932709096,1387.222661375216,1387.3208485618586,1387.051882510401,1387.9807888073701,1386.5180667751745,1388.0272431023116,1387.332104758584,1386.6888883624465,1386.8609155877862,1387.5902703237577,1386.957496767322,1387.3190308963697,1388.3444400901487,1386.4907465092945,1388.1441533673085,1387.705821476523,1386.8224500817162,1387.1891256330928,1387.4630903602435,1388.245088066708,1386.6445837744352,1387.668966013861,1387.280721645172,1386.9897987688282,1387.3102575855926,1387.2104207753544,1387.1311791762153,1386.869962104036,1387.653416854496,1387.2621986546346,1386.5748237370055,1387.89185927854,1386.45647508117,1387.4130021076562,1385.2801179268395,1387.7134851892654,1386.7020843937498,1386.9106812165862,1386.0856384035148,1386.3583785879453,1388.2356733940064,1387.923396460646,1386.6496950287744,1386.981960069916,1386.8789520532303,1387.323594474796,1387.5241914035787,1387.0986327703931,1387.6319473746453,1386.4207678971006,1386.99365796272,1386.3020863801767,1387.2971985194392,1386.2048993681938,1386.7586466116334,1387.4040747742704,1387.5532494599174,1386.97702181271,1387.483525158905,1387.7239569220112,1386.9726004570562,1386.9817514727865,1386.1917229061476,1387.1191474209047,1387.0838417405453,1386.7478422099182,1386.1743897158578,1386.9645789377312,1387.4989142231302,1387.916599703547,1387.013933129625,1387.5761051136756,1386.5909305575792,1387.3541357488434,1386.7069485424543,1386.0918094893761,1387.2263324683352,1386.1666429230818,1387.6459907134363,1387.3223247889778,1387.5210113035184,1386.888110589093,1385.895054580085,1385.7329652223734,1386.7559685299266,1386.4799167159636,1386.2131230832415,1385.584808221972,1386.8357612328814,1387.2557383030978,1386.2038396198282,1387.2826022883496,1387.341580117987,1385.8163088865604,1388.3273162378882,1386.939038975268,1388.974163404162,1388.0370577132724,1386.9888147203364,1386.8686292255275,1386.956409052756,1387.8671628487687,1386.303579917052,1387.4367276415858,1387.801946899701,1387.9929384029347,1386.8096159066617,1387.1519341381756,1388.3517567718511,1387.2193759253053,1387.2395835952002
0,9,1387.3164705233141,1387.626708749671,1387.482228406915,1386.9082277452535,1387.2640135624954,1387.0104713771937,1386.5088727323516,1386.4373404253788,1386.9814821670798,1388.360955307827,1386.5117857435037,1386.5439334597309,1387.270321072339,1387.0700151802,1386.908923500506,1387.4545796804548,1386.5879054065356,1387.3247395218057,1387.2090354918012,1387.394411253897,1386.3011395137416,1387.153208222817,1387.2186959348596,1386.6349820293647,1386.64763968721,1386.636255411414,1386.9258618292522,1386.4357078985051,1387.2707415812004,1386.4198910375676,1387.1268927126625,1386.3820512799618,1386.4621698722956,1387.6548358532314,1386.3217067865664,1385.7257645791171,1387.203168123286,1385.7451497010093,1387.608483974183,1386.7990396877342,1386.4780840807196,1387.5478626140552,1387.626303662509,1387.184634997592,1387.096879339886,1387.307774863578,1387.7683128459655,1386.6318304160486,1387.698953833455,1387.189168239006,1387.1895287445245,1387.2083127260257,1387.9947248157785,1387.427041560921,1387.6922579707668,1387.7539163144174,1387.4784017013512,1387.5278759066148,1387.1507000280308,1386.7998450095617,1387.2968272838839,1386.8390261962152,1386.9807876994191,1386.929277419219,1387.2127449776822,1387.2093508653163,1387.4992188879478,1387.2161232040821,1387.6758544059053,1386.2506584312778,1386.9190376222807,1386.393556723246,1386.583346738185,1387.7095257745689,1387.2764758976064,1387.3223934589519,1386.7777326049895,1387.4203896031438,1386.927136837484,1386.4347537100762,1386.4194860708978,1387.5917519427444,1387.4511460694707,1387.6516404383715,1386.2878224755752,1387.220783737987,1386.849269876744,1387.364475193204,1386.6556013488773,1387.1278423981264,1387.3874053761406,1388.0641825127143,1387.1948012103474,1387.4681652407119,1386.958427864238,1385.977517068521,1387.559838342952,1387.7290231912266,1386.505339937276,1386.4630714433563,1386.1760336510667,1386.6427711575745,1387.0350337941036,1387.0407865301859,1388.1353792165894,1386.6755373517783,1386.0613933382765,1387.2141641030125,1387.7153239603178,1386.67856007511,1386.7329587495656,1386.646979328699,1387.9129468881695,1387.5068578705907,1387.566466177481,1386.0380727279216,1386.7469443648133,1387.7972376546759,1387.6639227550268,1387.5790187389096,1386.1575598666843,1387.2635771908426,1387.7067569974124,1386.8763015979644,1386.9556405031628,1386.7098584153769,1386.8905219558283,1387.4365664551196,1387.7728337531278,1388.1690657327954,1386.7148928122463,1387.57566098762,1387.2664790329518,1386.1445439510057,1387.3760608942798,1386.9483137610575,1387.2007304599247,1387.142503671158,1387.1924909994113,1386.9365533175417,1387.5733677931937,1388.0327130493672,1387.3619748711837,1385.7628661181104
