Iteration,Mean,Stdev,Run-0
0,0.1636306817195357,0.0,0.1636306817195357
1,1.0266528137593545,0.0,1.0266528137593545
2,1.6150167181797224,0.0,1.6150167181797224
3,1.7860470318555441,0.0,1.7860470318555441
4,1.7955222081611801,0.0,1.7955222081611801
5,1.7866348255869187,0.0,1.7866348255869187
6,1.7802516676020839,0.0,1.7802516676020839
7,1.7502045594729778,0.0,1.7502045594729778
8,1.6922777549799557,0.0,1.6922777549799557
9,1.6670980774987418,0.0,1.6670980774987418
10,1.6754402406531839,0.0,1.6754402406531839
11,1.6654125614994022,0.0,1.6654125614994022
12,1.6481137703447537,0.0,1.6481137703447537
13,1.645531828923403,0.0,1.645531828923403
14,1.6334108485007683,0.0,1.6334108485007683
15,1.632720122984953,0.0,1.632720122984953
16,1.6303468956022826,0.0,1.6303468956022826
17,1.6254710086617967,0.0,1.6254710086617967
18,1.6238765347156172,0.0,1.6238765347156172
19,1.622743356171887,0.0,1.622743356171887
20,1.6219235493696977,0.0,1.6219235493696977
21,1.6218874806841568,0.0,1.6218874806841568
22,1.6130418469463215,0.0,1.6130418469463215
23,1.614507974585446,0.0,1.614507974585446
24,1.606749513769959,0.0,1.606749513769959
25,1.6067902787856287,0.0,1.6067902787856287
26,1.6051554441860139,0.0,1.6051554441860139
27,1.5934588165371584,0.0,1.5934588165371584
28,1.594500235183426,0.0,1.594500235183426
29,1.5938180573704144,0.0,1.5938180573704144
