Iteration,Mean,Stdev,Run-0
0,3938.6498058555453,0.0,3938.6498058555453
1,107.27582024117041,0.0,107.27582024117041
2,12.757179058635005,0.0,12.757179058635005
3,5.51957902067191,0.0,5.51957902067191
4,3.11107838845236,0.0,3.11107838845236
5,1.736676720947677,0.0,1.736676720947677
6,1.0827702346102681,0.0,1.0827702346102681
7,0.789630606894755,0.0,0.789630606894755
8,0.5918251350337213,0.0,0.5918251350337213
9,0.5177261663820137,0.0,0.5177261663820137
10,0.4060800950512759,0.0,0.4060800950512759
11,0.37225607865467214,0.0,0.37225607865467214
12,0.2999772288740786,0.0,0.2999772288740786
13,0.2926333082503316,0.0,0.2926333082503316
14,0.2491485085953221,0.0,0.2491485085953221
15,0.23187503377456206,0.0,0.23187503377456206
16,0.20898694127419434,0.0,0.20898694127419434
17,0.2123079031298185,0.0,0.2123079031298185
18,0.19318229982154256,0.0,0.19318229982154256
19,0.17529167512728938,0.0,0.17529167512728938
20,0.16652952274315524,0.0,0.16652952274315524
21,0.16229351758803653,0.0,0.16229351758803653
22,0.1575505713037702,0.0,0.1575505713037702
23,0.14461588211212473,0.0,0.14461588211212473
24,0.1320305661187099,0.0,0.1320305661187099
25,0.1288851577670731,0.0,0.1288851577670731
26,0.12273712808117604,0.0,0.12273712808117604
27,0.11510587873444458,0.0,0.11510587873444458
28,0.11312818087656945,0.0,0.11312818087656945
29,0.11312818087656945,0.0,0.11312818087656945
30,0.11312818087656945,0.0,0.11312818087656945
31,0.11312818087656945,0.0,0.11312818087656945
32,0.11312818087656945,0.0,0.11312818087656945
33,0.11312818087656945,0.0,0.11312818087656945
34,0.11312818087656945,0.0,0.11312818087656945
35,0.11312818087656945,0.0,0.11312818087656945
36,0.11312818087656945,0.0,0.11312818087656945
37,0.11312818087656945,0.0,0.11312818087656945
38,0.11312818087656945,0.0,0.11312818087656945
39,0.11312818087656945,0.0,0.11312818087656945
40,0.11312818087656945,0.0,0.11312818087656945
41,0.11312818087656945,0.0,0.11312818087656945
42,0.11312818087656945,0.0,0.11312818087656945
43,0.11312818087656945,0.0,0.11312818087656945
44,0.11312818087656945,0.0,0.11312818087656945
45,0.11312818087656945,0.0,0.11312818087656945
46,0.11312818087656945,0.0,0.11312818087656945
47,0.11312818087656945,0.0,0.11312818087656945
48,0.11312818087656945,0.0,0.11312818087656945
49,0.11312818087656945,0.0,0.11312818087656945
