Iteration,Mean,Stdev,Run-0
0,0.015,0.0,0.015
1,1.771,0.0,1.771
2,2.227,0.0,2.227
3,2.299,0.0,2.299
4,2.349,0.0,2.349
5,2.349,0.0,2.349
6,2.35,0.0,2.35
7,2.35,0.0,2.35
8,2.344,0.0,2.344
9,2.344,0.0,2.344
10,2.328,0.0,2.328
11,2.328,0.0,2.328
12,2.297,0.0,2.297
13,2.297,0.0,2.297
14,2.258,0.0,2.258
15,2.258,0.0,2.258
16,2.219,0.0,2.219
17,2.219,0.0,2.219
18,2.17,0.0,2.17
19,2.17,0.0,2.17
20,2.153,0.0,2.153
21,2.153,0.0,2.153
22,2.107,0.0,2.107
23,2.107,0.0,2.107
24,2.09,0.0,2.09
25,2.09,0.0,2.09
26,2.07,0.0,2.07
27,2.07,0.0,2.07
28,2.026,0.0,2.026
29,2.026,0.0,2.026
30,2.003,0.0,2.003
31,2.003,0.0,2.003
32,1.973,0.0,1.973
33,1.973,0.0,1.973
34,1.96,0.0,1.96
35,1.96,0.0,1.96
36,1.946,0.0,1.946
37,1.946,0.0,1.946
38,1.936,0.0,1.936
39,1.936,0.0,1.936
40,1.918,0.0,1.918
41,1.918,0.0,1.918
42,1.904,0.0,1.904
43,1.904,0.0,1.904
44,1.911,0.0,1.911
45,1.911,0.0,1.911
46,1.906,0.0,1.906
47,1.906,0.0,1.906
48,1.889,0.0,1.889
49,1.889,0.0,1.889
